,Platform,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PriceCharting_ID,Description,URL
402,nes,Mechanized Attack,"June 1, 1990",Everyone,SNK,SNK,Light Gun,612512269112,12322,"At first, it looked like just another revolution. But reports have come in that the rebel forces are backed by an unusual array of high-tech weaponry - and that the rebel soldiers may actually be a fearsome new breed of fighting robots! If this revolution succeeds, the safety of the entire world may be threatened... And that's where you come in. You must attempt to infiltrate the island base of the rebel forces. But before you even reach the shore, you'll have to contend with enemy gunboats, frogmen, choppers, and destroyers. If you make it to the island, you'll find it patrolled by enemy soldiers armed with machine guns, daggers and grenades; vicious attack dogs; and lethal airborne probes, programmed to destroy intruders on sight. Other unknown dangers lie in wait as well. But if you manage to reach the rebel headquarters, you will face the most terrifying threat of all - only no one has made it back to reveal its nature! You'll be equipped with a complete arsenal - an assault gun, rocket launcher and grenades - to provide you with a fully mechanized system of attack. You haven't got a minute to waste - it's time to launch your MECHANIZED ATTACK!",https://www.pricecharting.com/game/nes/mechanized-attack
403,nes,Mega Man,"December 17, 1987",Everyone,Capcom,Capcom,Platformer,013388110070,9314,"It's MEGA MAN versus the powerful leaders and fighting forces of Monsteropolis -- that strange multi-layered land of robot-like Humanoids created by the wrongfully performed experiments with human beings by Dr. Wily.

MEGA MAN -- the chosen defender of the human race. For he dares to single-handedly penetrate Monsteropolis' seven separate societies to stop the strange misrepresentations of humans.

MEGA MAN's goal is monumental. He must infiltrate seven heavily-guarded empires. By himself, he must break down and destroy the followers of empire leaders: Cutman, Gutsman, Iceman, Bombman, Fireman, Elecman and Dr. Wily.

The action involves MEGA MAN armed only with laser beam weapons, encountering strangely configured Humanoids. They're atop, in and out of fortified prison-like structures strengthened with thick walls. Below icefields. Hidden amid gun turrets imbedded in concrete uprights, even in subterranean passages under icefields. WOW!

Will you and Mega Man penetrate the seven separate societies of Dr. Wily and preserve the human race? You're in control!",https://www.pricecharting.com/game/nes/mega-man
404,nes,Mega Man 10,"January 1, 2013",Not Applicable,Capcom,none,Action & Adventure,none,37373,Press Kit,https://www.pricecharting.com/game/nes/mega-man-10
405,nes,Mega Man 2,"June 1, 1989",Everyone,Capcom,Capcom,Platformer,013388110117,12323,"He’s back! And this time the evil Dr. Wily (once the supreme power in the universe) has created even more sinister robots to mount his attack. But as Mega Man, you’ve also grown in power and ability. Can you save mankind from the evil desires of Dr. Wily? Each of the eight empires is ruled by a different super-robot. You must defeat each enemy on his own turf, building up weapons as you go. Only after all are destroyed will you go head-on with the mastermind himself, the evil Dr. Wily. But be alert, Mega Man, Dr. Wily has powers his creations did not! Civilization relies on your skill and courage – confident that you, Mega Man, will stand tall in the end!",https://www.pricecharting.com/game/nes/mega-man-2
406,nes,Mega Man 3,"November 1, 1990",none,Capcom,Capcom,Platformer,013388110254,9315,"It's robot rebellion, and nobody's safe! Least of all, Mega Man! This time the superpowerful cyborg takes on a horde of metal maniacs who've had it with being obedient! And they use every android-annihilator ever invented to make you believe it! Mega Man goes berserk, blasting through a galaxy of mining stations in search of energy crystals. But it takes more than guts to battle the phenomenal robot masters who control these worlds. It's a wrenching job, the worst - and the best - that Mega Man's faced so far!",https://www.pricecharting.com/game/nes/mega-man-3
407,nes,Mega Man 4,"January 1, 1992",Everyone,Capcom,Capcom,Platformer,013388110308,12324,"For a year the city has been quiet, but a new robotic terror has gripped the city! That scheming scientist, Dr. Cossack has arrived in town with eight new metal maniacs who are bigger and badder than anything Dr. Wily dreamed of. It's going to be a cybernetic showdown as the streets of the city erupt with the sizzling sounds of molten metal! Armed with the new Mega Buster, Mega Man runs, jumps and dodges his way through mazes of metallic munchkins on his way to the Siberian citadel of Dr. Cossack for the final cataclysmic clash!",https://www.pricecharting.com/game/nes/mega-man-4
408,nes,Mega Man 5,"December 1, 1992",none,Capcom,Capcom,Platformer,013388110353,9316,"Protoman has gone berserk! Destroying half the city was not enough. Now, he has snatched Dr. Light and is holding him and the entire city hostage. Speeding to the rescue is Mega Man and his modified Mega Buster, but eight of Protoman's cybernetic soldiers plan to send Mega Man to the scrap heap for good! Feel the weight of the world on your shoulders as you battle Gravity Man! Chip away at the rock-like defences of Stone Man and bring him crumbling down! Hit the surf and sail up against the tidal power of Wave Man! Help Mega Man defeat all eight of Protoman's robots and then get ready for the fight that pits brother against brother in the battle of the century!",https://www.pricecharting.com/game/nes/mega-man-5
409,nes,Mega Man 6,"March 1, 1994",none,Capcom,Capcom,Platformer,045496630768,9317,none,https://www.pricecharting.com/game/nes/mega-man-6
410,nes,Mega Man 9,"September 22, 2008",none,Capcom,none,Action & Adventure,none,34155,The Mega Man 9 cartridge was a marketing ploy from Capcom.  The NES cartridge was sent to press as part of the downloadable game release for modern consoles.  Mega Man 9 was never commercially released for NES.,https://www.pricecharting.com/game/nes/mega-man-9
411,nes,Megacom 76,none,none,none,none,Other,none,16294,none,https://www.pricecharting.com/game/nes/megacom-76
412,nes,Menace Beach,"January 1, 1990",none,Color Dreams,Color Dreams,Platformer,096962810221,12325,"Your sassy but lovable girlfriend has stood you up again. Or has she? Bunny was all set for this afternoon's rendezvous at the malt shop, when she was mysteriously abducted by Demon Dan. Armed only with street-smart reflexes and a fair amount of youthful wit, you set out on your souped-up skateboard. You will confront an impossible number of challenging enemies such as disgruntled dock workers, evil clowns, schools of piranhas, nasty ninja and sumo. To turn the odds in your favor, you must make use of bombs, bottles, balloons, frogs, and fire hydrants. Finally you will find Demon Dan in his dark and dreary underground caverns. You must defeat him to save Bunny from his evil clutches!",https://www.pricecharting.com/game/nes/menace-beach
413,nes,Mendel Palace,"October 1, 1990",Everyone,Hudson Soft,Game Freak,Action & Adventure,039854000096,12326,"Candy needs your help! She's fallen fast asleep and may never wake up--because she's trapped in her own dream!
All her harmless dolls are suddenly out to get her! So who will rescue Candy? Someone must brave her wild nightmare world. With 20 areas and 200 levels!",https://www.pricecharting.com/game/nes/mendel-palace
414,nes,Mermaids of Atlantis,"January 1, 1991",none,Panesian,Panesian,Puzzle,021619110140,12327,"ELECTRIC LIQUID BLUE SURROUNDS YOU.

Far below, from the dark and murky depths, another shiny bubble cluster rises. Though very beautiful, the strangely quivering bubbles are part of a sinister plan, concocted by the evil Emperor O-Dinten. With the patented Dura-Bubble, he plans to profit from fun itself by controlling all the games under the sea. Can you stop him and restore ""The Freedom to Have Fun"" to the undersea world of Atlantis? It's a brain-bursting bubble battle to pop thousands of beautiful bubbles before they overflow to the open sea!

* THE MOST EXCITING VIDEO GAME PUZZLER EVER CREATED.
* SOLVE ALL 20 LEVELS AND UNDERSTAND THE SECRET OF THE MAGIC BUBBLE.
* 2 GAME VARIATIONS FOR A SINGLE PLAYER OR TRY 2 PLAYER HEAD TO HEAD COMPETITIVE MODES.",https://www.pricecharting.com/game/nes/mermaids-of-atlantis
415,nes,Metal Fighter,"January 1, 1989",none,Color Dreams,Joy Van,Shoot'em Up,"120030020295,096962810085",12328,"Returning from three centuries of intergalactic missions, MCS-920 is surprised by an alien-infested planet. Whatever few lifeforms survived were driven underground or transformed into battling bionic mutants. You must escape the tentacles of these mutants, seek out and destroy alien ships, then overpower grotesque alien guards to steal their fiendish and bizarre weapons. From barren landscapes and colorful coral reefs to abandoned and frozen cities, you will yet come face to face with the alien tyrant in each world!",https://www.pricecharting.com/game/nes/metal-fighter
